label,kode_gedung,nama_lokasi,provinsi,kawasan,area,alamat_lokasi,peruntukan,kab_kota,witel,kelas_berbayar,luasan_berbayar,keterangan,histori,simpan,id
2143203501 - STO PASIR MAUNG - OFFICE,2143203501,STO PASIR MAUNG,JAWA BARAT,PRIANGANBARAT,TR2,"JL. M. THAMRIN PERUM SENTUL CITY, KEL. BABAKAN MADANG, KEC. BABAKAN MADANG, KAB, BOGOR",OFFICE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,724.62,AKTIF,,,ID001564
2143203502 - HALAMAN STO PASIR MAUNG - HALAMAN,2143203502,HALAMAN STO PASIR MAUNG,JAWA BARAT,PRIANGANBARAT,TR2,"JL. M. THAMRIN PERUM SENTUL CITY, KEL. BABAKAN MADANG, KEC. BABAKAN MADANG, KAB, BOGOR",HALAMAN,KAB. BOGOR,PRIANGAN BARAT,KELAS 6,"3,641.00",AKTIF,,,ID001565
2143203601 - STO SEMPLAK - OFFICE,2143203601,STO SEMPLAK,JAWA BARAT,PRIANGANBARAT,TR2,"JL RAYA SEMPLAK, DS. PARAKAN SALAK, RT 009 / 003, KAB. BOGOR",OFFICE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,784.61,AKTIF,,,ID001566
2143203602 - GUDANG SEMPLAK - GUDANG,2143203602,GUDANG SEMPLAK,JAWA BARAT,PRIANGANBARAT,TR2,"JL RAYA SEMPLAK, DS. PARAKAN SALAK, RT 009 / 003, KAB. BOGOR",GUDANG,KAB. BOGOR,PRIANGAN BARAT,KELAS 5,299.91,AKTIF,,,ID001567
2143203603 - GEDUNG KOSONG SEMPLAK - IDLE,2143203603,GEDUNG KOSONG SEMPLAK,JAWA BARAT,PRIANGANBARAT,TR2,"JL RAYA SEMPLAK, DS. PARAKAN SALAK, RT 009 / 003, KAB. BOGOR",IDLE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,422.48,AKTIF,,,ID001568
2143203604 - HALAMAN STO SEMPLAK - HALAMAN,2143203604,HALAMAN STO SEMPLAK,JAWA BARAT,PRIANGANBARAT,TR2,"JL RAYA SEMPLAK, DS. PARAKAN SALAK, RT 009 / 003, KAB. BOGOR",HALAMAN,KAB. BOGOR,PRIANGAN BARAT,KELAS 6,"3,018.00",AKTIF,,,ID001569
2143203701 - STO SENTUL - OFFICE,2143203701,STO SENTUL,JAWA BARAT,PRIANGANBARAT,TR2,"JL. KADU MANGGU SENTUL, KEL. KADU MANGGU, KEC. BABAKAN MADANG, KAB. BOGOR",OFFICE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,384.81,AKTIF,,,ID001570
2143203702 - GUDANG SENTUL - GUDANG,2143203702,GUDANG SENTUL,JAWA BARAT,PRIANGANBARAT,TR2,"JL. KADU MANGGU SENTUL, KEL. KADU MANGGU, KEC. BABAKAN MADANG, KAB. BOGOR",GUDANG,KAB. BOGOR,PRIANGAN BARAT,KELAS 5,31.25,AKTIF,,,ID001571
2143203703 - GEDUNG KOSONG SENTUL - IDLE,2143203703,GEDUNG KOSONG SENTUL,JAWA BARAT,PRIANGANBARAT,TR2,"JL. KADU MANGGU SENTUL, KEL. KADU MANGGU, KEC. BABAKAN MADANG, KAB. BOGOR",IDLE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,45.08,AKTIF,,,ID001572
2143203801 - STO SUKMAJAYA - OPMC - OFFICE,2143203801,STO SUKMAJAYA - OPMC,JAWA BARAT,PRIANGANBARAT,TR2,"JL. PROKLAMASI NO. 3, DEPOK KOTA",OFFICE,KOTA DEPOK,PRIANGAN BARAT,KELAS 4,750.33,AKTIF,,,ID001573
2143203802 - STO SUKMAJAYA - OPMC - OFFICE,2143203802,STO SUKMAJAYA - OPMC,JAWA BARAT,PRIANGANBARAT,TR2,"JL. PROKLAMASI NO. 3, RT 009 / 002. SUKMAJAYA, DEPOK KOTA",OFFICE,KOTA DEPOK,PRIANGAN BARAT,KELAS 4,938.10,AKTIF,,,ID001574
2143203803 - GUDANG OPMC SUKMAJAYA - GUDANG,2143203803,GUDANG OPMC SUKMAJAYA,JAWA BARAT,PRIANGANBARAT,TR2,"JL. PROKLAMASI NO. 3, RT 009 / 002. SUKMAJAYA, DEPOK KOTA",GUDANG,KOTA DEPOK,PRIANGAN BARAT,KELAS 5,190.81,AKTIF,,,ID001575
2143203804 - GEDUNG KOSONG STO SUKMAJAYA - IDLE,2143203804,GEDUNG KOSONG STO SUKMAJAYA,JAWA BARAT,PRIANGANBARAT,TR2,"JL. PROKLAMASI NO. 3, DEPOK KOTA",IDLE,KOTA DEPOK,PRIANGAN BARAT,KELAS 4,10.07,AKTIF,,,ID001576
2143203805 - GEDUNG KOSONG OPMC DEPOK - IDLE,2143203805,GEDUNG KOSONG OPMC DEPOK,JAWA BARAT,PRIANGANBARAT,TR2,"JL. PROKLAMASI NO. 3, RT 009 / 002. SUKMAJAYA, DEPOK KOTA",IDLE,KOTA DEPOK,PRIANGAN BARAT,KELAS 4,602.70,AKTIF,,,ID001577
2143203806 - OPMC DEPOK - UTILITY,2143203806,OPMC DEPOK,JAWA BARAT,PRIANGANBARAT,TR2,"JL. PROKLAMASI NO. 3, RT 009 / 002. SUKMAJAYA, DEPOK KOTA",UTILITY,KOTA DEPOK,PRIANGAN BARAT,KELAS 5,13.53,AKTIF,,,ID001578
2143203901 - STO TAJUR HALANG - OFFICE,2143203901,STO TAJUR HALANG,JAWA BARAT,PRIANGANBARAT,TR2,"JL. RAYA TAJUR HALANG NO. 1, RT 03/04, KEL. TAJUR HALANG, KAB. BOGOR",OFFICE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,996.70,AKTIF,,,ID001579
2143203902 - HALAMAN STO TAJUR HALANG - HALAMAN,2143203902,HALAMAN STO TAJUR HALANG,JAWA BARAT,PRIANGANBARAT,TR2,"JL. RAYA TAJUR HALANG NO. 1, RT 03/04, KEL. TAJUR HALANG, KAB. BOGOR",HALAMAN,KAB. BOGOR,PRIANGAN BARAT,KELAS 6,"2,774.00",AKTIF,,,ID001580
3253200101 - PLASA / WITEL SUKABUMI - OFFICE,3253200101,PLASA / WITEL SUKABUMI,JAWA BARAT,PRIANGANBARAT,TR3,"JL. MESJID AGUNG NO. 17, SUKABUMI KOTA",OFFICE,KOTA SUKABUMI,PRIANGAN BARAT,KELAS 3,815.35,AKTIF,,,ID002162
3253200102 - GUDANG WITEL SUKABUMI - GUDANG,3253200102,GUDANG WITEL SUKABUMI,JAWA BARAT,PRIANGANBARAT,TR3,"JL. MESJID AGUNG NO. 17, SUKABUMI KOTA",GUDANG,KOTA SUKABUMI,PRIANGAN BARAT,KELAS 5,30.00,AKTIF,,,ID002163
3253200103 - GEDUNG KOSONG WITEL SUKABUMI - IDLE,3253200103,GEDUNG KOSONG WITEL SUKABUMI,JAWA BARAT,PRIANGANBARAT,TR3,"JL. MESJID AGUNG NO. 17, SUKABUMI KOTA",IDLE,KOTA SUKABUMI,PRIANGAN BARAT,KELAS 4,176.99,AKTIF,,,ID002164
3253200104 - WITEL SUKABUMI - UTILITY,3253200104,WITEL SUKABUMI,JAWA BARAT,PRIANGANBARAT,TR3,"JL. MESJID AGUNG NO. 17, SUKABUMI KOTA",UTILITY,KOTA SUKABUMI,PRIANGAN BARAT,KELAS 5,106.80,AKTIF,,,ID002165
3253200105 - HALAMAN WITEL SUKABUMI - HALAMAN,3253200105,HALAMAN WITEL SUKABUMI,JAWA BARAT,PRIANGANBARAT,TR3,"JL. MESJID AGUNG NO. 17, SUKABUMI KOTA",HALAMAN,KOTA SUKABUMI,PRIANGAN BARAT,KELAS 6,"1,689.00",AKTIF,,,ID002166
3253200301 - PLASA / EKS CATEL SINDANGLAYA - OFFICE,3253200301,PLASA / EKS CATEL SINDANGLAYA,JAWA BARAT,PRIANGANBARAT,TR3,"JL. RAYA CIPANAS NO. 107, KEL. CIPANAS, KEC. CIPANAS, KAB. CIANJUR",OFFICE,KAB. CIANJUR,PRIANGAN BARAT,KELAS 3,340.00,AKTIF,,,ID002167
3253200302 - GUDANG SINDANGLAYA - GUDANG,3253200302,GUDANG SINDANGLAYA,JAWA BARAT,PRIANGANBARAT,TR3,"JL. RAYA CIPANAS NO. 107, KEL. CIPANAS, KEC. CIPANAS, KAB. CIANJUR",GUDANG,KAB. CIANJUR,PRIANGAN BARAT,KELAS 5,69.00,AKTIF,,,ID002168
3253200303 - GEDUNG KOSONG SINDANGLAYA - IDLE,3253200303,GEDUNG KOSONG SINDANGLAYA,JAWA BARAT,PRIANGANBARAT,TR3,"JL. RAYA CIPANAS NO. 107, KEL. CIPANAS, KEC. CIPANAS, KAB. CIANJUR",IDLE,KAB. CIANJUR,PRIANGAN BARAT,KELAS 4,287.57,AKTIF,,,ID002169
3253200304 - EKS CATEL SINDANGLAYA - UTILITY,3253200304,EKS CATEL SINDANGLAYA,JAWA BARAT,PRIANGANBARAT,TR3,"JL. RAYA CIPANAS NO. 107, KEL. CIPANAS, KEC. CIPANAS, KAB. CIANJUR",UTILITY,KAB. CIANJUR,PRIANGAN BARAT,KELAS 5,20.51,AKTIF,,,ID002170
3253200401 - EKS CATEL SUKANAGARA - OFFICE,3253200401,EKS CATEL SUKANAGARA,JAWA BARAT,PRIANGANBARAT,TR3,"JL. RAYA SUKANAGARA, RT. 01 / 02, KEL. SUKANAGARA, KEC. SUKANAGARA, KAB. CIANJUR",OFFICE,KAB. CIANJUR,PRIANGAN BARAT,KELAS 4,187.99,AKTIF,,,ID002171
3253200402 - EKS CATEL SUKANAGARA - UTILITY,3253200402,EKS CATEL SUKANAGARA,JAWA BARAT,PRIANGANBARAT,TR3,"JL. RAYA SUKANAGARA, RT. 01 / 02, KEL. SUKANAGARA, KEC. SUKANAGARA, KAB. CIANJUR",UTILITY,KAB. CIANJUR,PRIANGAN BARAT,KELAS 5,16.63,AKTIF,,,ID002172
3253200501 - PLASA CIANJUR - OFFICE,3253200501,PLASA CIANJUR,JAWA BARAT,PRIANGANBARAT,TR3,"JL. IR. JUANDA NO. 9, KEL. PAMOYANAN, KEC. CIANJUR, KAB. CIANJUR",OFFICE,KAB. CIANJUR,PRIANGAN BARAT,KELAS 4,979.99,AKTIF,,,ID002173
3253200502 - GUDANG PLASA CIANJUR - GUDANG,3253200502,GUDANG PLASA CIANJUR,JAWA BARAT,PRIANGANBARAT,TR3,"JL. IR. JUANDA NO. 9, KEL. PAMOYANAN, KEC. CIANJUR, KAB. CIANJUR",GUDANG,KAB. CIANJUR,PRIANGAN BARAT,KELAS 5,32.68,AKTIF,,,ID002174
3253200503 - GEDUNG KOSONG PLASA CIANJUR - IDLE,3253200503,GEDUNG KOSONG PLASA CIANJUR,JAWA BARAT,PRIANGANBARAT,TR3,"JL. IR. JUANDA NO. 9, KEL. PAMOYANAN, KEC. CIANJUR, KAB. CIANJUR",IDLE,KAB. CIANJUR,PRIANGAN BARAT,KELAS 4,152.59,AKTIF,,,ID002175
3253200504 - PLASA CIANJUR - UTILITY,3253200504,PLASA CIANJUR,JAWA BARAT,PRIANGANBARAT,TR3,"JL. IR. JUANDA NO. 9, KEL. PAMOYANAN, KEC. CIANJUR, KAB. CIANJUR",UTILITY,KAB. CIANJUR,PRIANGAN BARAT,KELAS 5,37.15,AKTIF,,,ID002176
3253200601 - STO BOJONG LOPANG - OFFICE,3253200601,STO BOJONG LOPANG,JAWA BARAT,PRIANGANBARAT,TR3,"JL. RAYA BOJONG LOPANG , KAB. SUKABUMI",OFFICE,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 4,144.78,AKTIF,,,ID002177
3253200602 - GUDANG BOJONG LOPANG - GUDANG,3253200602,GUDANG BOJONG LOPANG,JAWA BARAT,PRIANGANBARAT,TR3,"JL. RAYA BOJONG LOPANG , KAB. SUKABUMI",GUDANG,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 5,5.13,AKTIF,,,ID002178
3253200603 - HALAMAN STO BOJONG LOPANG - HALAMAN,3253200603,HALAMAN STO BOJONG LOPANG,JAWA BARAT,PRIANGANBARAT,TR3,"JL. RAYA BOJONG LOPANG , KAB. SUKABUMI",HALAMAN,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 6,"1,049.37",AKTIF,,,ID002179
3253200701 - STO CIANJUR - OFFICE,3253200701,STO CIANJUR,JAWA BARAT,PRIANGANBARAT,TR3,"JL. SILIWANGI NO. 14, KEL. PAMOYANAN, KEC. CIANJUR, KAB. CIANJUR",OFFICE,KAB. CIANJUR,PRIANGAN BARAT,KELAS 4,557.49,AKTIF,,,ID002180
3253200702 - GUDANG STO CIANJUR - GUDANG,3253200702,GUDANG STO CIANJUR,JAWA BARAT,PRIANGANBARAT,TR3,"JL. SILIWANGI NO. 14, KEL. PAMOYANAN, KEC. CIANJUR, KAB. CIANJUR",GUDANG,KAB. CIANJUR,PRIANGAN BARAT,KELAS 5,131.00,AKTIF,,,ID002181
3253200703 - GEDUNG KOSONG STO CIANJUR - IDLE,3253200703,GEDUNG KOSONG STO CIANJUR,JAWA BARAT,PRIANGANBARAT,TR3,"JL. SILIWANGI NO. 14, KEL. PAMOYANAN, KEC. CIANJUR, KAB. CIANJUR",IDLE,KAB. CIANJUR,PRIANGAN BARAT,KELAS 4,28.49,AKTIF,,,ID002182
3253200801 - PLASA / STO CIBADAK - OFFICE,3253200801,PLASA / STO CIBADAK,JAWA BARAT,PRIANGANBARAT,TR3,"JL. SURYA KENCANA NO. 123, CIBADAK , KAB. SUKABUMI",OFFICE,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 4,234.63,AKTIF,,,ID002183
3253200802 - GUDANG CIBADAK - GUDANG,3253200802,GUDANG CIBADAK,JAWA BARAT,PRIANGANBARAT,TR3,"JL. SURYA KENCANA NO. 123, CIBADAK , KAB. SUKABUMI",GUDANG,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 5,23.02,AKTIF,,,ID002184
3253200803 - GEDUNG KOSONG CIBADAK - IDLE,3253200803,GEDUNG KOSONG CIBADAK,JAWA BARAT,PRIANGANBARAT,TR3,"JL. SURYA KENCANA NO. 123, CIBADAK , KAB. SUKABUMI",IDLE,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 4,415.07,AKTIF,,,ID002185
3253200804 - HALAMAN STO CIBADAK - HALAMAN,3253200804,HALAMAN STO CIBADAK,JAWA BARAT,PRIANGANBARAT,TR3,"JL. SURYA KENCANA NO. 123, CIBADAK , KAB. SUKABUMI",HALAMAN,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 6,867.16,AKTIF,,,ID002186
3253200901 - STO CIBEBER - OFFICE,3253200901,STO CIBEBER,JAWA BARAT,PRIANGANBARAT,TR3,"JL. RAYA CIBEBER NO. 9, RT. 02 / 03, KEL. CIPETIR, KEC. CIBEBER, KAB. CIANJUR",OFFICE,KAB. CIANJUR,PRIANGAN BARAT,KELAS 4,218.39,AKTIF,,,ID002187
3253200902 - GUDANG CIBEBER - GUDANG,3253200902,GUDANG CIBEBER,JAWA BARAT,PRIANGANBARAT,TR3,"JL. RAYA CIBEBER NO. 9, RT. 02 / 03, KEL. CIPETIR, KEC. CIBEBER, KAB. CIANJUR",GUDANG,KAB. CIANJUR,PRIANGAN BARAT,KELAS 5,8.05,AKTIF,,,ID002188
3253201001 - PLASA / STO CICURUG - OFFICE,3253201001,PLASA / STO CICURUG,JAWA BARAT,PRIANGANBARAT,TR3,"JL. SILIWANGI NO. 151, CICURUG, KAB. SUKABUMI",OFFICE,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 4,173.44,AKTIF,,,ID002189
3253201002 - GUDANG CICURUG - GUDANG,3253201002,GUDANG CICURUG,JAWA BARAT,PRIANGANBARAT,TR3,"JL. SILIWANGI NO. 151, CICURUG, KAB. SUKABUMI",GUDANG,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 5,93.44,AKTIF,,,ID002190
3253201003 - GEDUNG KOSONG CICURUG - IDLE,3253201003,GEDUNG KOSONG CICURUG,JAWA BARAT,PRIANGANBARAT,TR3,"JL. SILIWANGI NO. 151, CICURUG, KAB. SUKABUMI",IDLE,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 4,314.99,AKTIF,,,ID002191
3253201101 - STO CIKALONG KULON - OFFICE,3253201101,STO CIKALONG KULON,JAWA BARAT,PRIANGANBARAT,TR3,"JL. SILIWANGI - KP. ASEM NO. 32, RT. 03 / 02, KEL. SUKAGALIH, KEC. CIKALONG KULON, KAB. CIANJUR",OFFICE,KAB. CIANJUR,PRIANGAN BARAT,KELAS 4,224.12,AKTIF,,,ID002192
3253201102 - GUDANG CIKALONG KULON - GUDANG,3253201102,GUDANG CIKALONG KULON,JAWA BARAT,PRIANGANBARAT,TR3,"JL. SILIWANGI - KP. ASEM NO. 32, RT. 03 / 02, KEL. SUKAGALIH, KEC. CIKALONG KULON, KAB. CIANJUR",GUDANG,KAB. CIANJUR,PRIANGAN BARAT,KELAS 5,194.66,AKTIF,,,ID002193
3253201103 - GEDUNG KOSONG CIKALONG KULON - IDLE,3253201103,GEDUNG KOSONG CIKALONG KULON,JAWA BARAT,PRIANGANBARAT,TR3,"JL. SILIWANGI - KP. ASEM NO. 32, RT. 03 / 02, KEL. SUKAGALIH, KEC. CIKALONG KULON, KAB. CIANJUR",IDLE,KAB. CIANJUR,PRIANGAN BARAT,KELAS 4,44.77,AKTIF,,,ID002194
3253201201 - STO CIKEMBANG - OFFICE,3253201201,STO CIKEMBANG,JAWA BARAT,PRIANGANBARAT,TR3,"JL. RAYA CIKEMBANG, CIKEMBANG , KAB. SUKABUMI",OFFICE,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 4,182.62,AKTIF,,,ID002195
3253201202 - GUDANG CIKEMBANG - GUDANG,3253201202,GUDANG CIKEMBANG,JAWA BARAT,PRIANGANBARAT,TR3,"JL. RAYA CIKEMBANG, CIKEMBANG , KAB. SUKABUMI",GUDANG,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 5,26.38,AKTIF,,,ID002196
3253201301 - STO CIMANGKOK - OFFICE,3253201301,STO CIMANGKOK,JAWA BARAT,PRIANGANBARAT,TR3,"JL. RAYA SUKABUMI - CIANJUR KM 12, CIMANGKOK - SUKALARANG, KAB. SUKABUMI",OFFICE,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 4,138.93,AKTIF,,,ID002197
3253201302 - GUDANG CIMANGKOK - GUDANG,3253201302,GUDANG CIMANGKOK,JAWA BARAT,PRIANGANBARAT,TR3,"JL. RAYA SUKABUMI - CIANJUR KM 12, CIMANGKOK - SUKALARANG, KAB. SUKABUMI",GUDANG,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 5,87.00,AKTIF,,,ID002198
3253201303 - GEDUNG KOSONG CIMANGKOK - IDLE,3253201303,GEDUNG KOSONG CIMANGKOK,JAWA BARAT,PRIANGANBARAT,TR3,"JL. RAYA SUKABUMI - CIANJUR KM 12, CIMANGKOK - SUKALARANG, KAB. SUKABUMI",IDLE,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 4,34.98,AKTIF,,,ID002199
3253201304 - HALAMAN STO CIMANGKOK - HALAMAN,3253201304,HALAMAN STO CIMANGKOK,JAWA BARAT,PRIANGANBARAT,TR3,"JL. RAYA SUKABUMI - CIANJUR KM 12, CIMANGKOK - SUKALARANG, KAB. SUKABUMI",HALAMAN,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 6,"1,471.38",AKTIF,,,ID002200
3253201401 - STO CIRANJANG - OFFICE,3253201401,STO CIRANJANG,JAWA BARAT,PRIANGANBARAT,TR3,"KAMPUNG CIRANJANG NO. 147, RT. 03 / 04, KEL. CIRANJANG, KEC. CIRANJANG, KAB. CIANJUR",OFFICE,KAB. CIANJUR,PRIANGAN BARAT,KELAS 4,302.02,AKTIF,,,ID002201
3253201402 - GUDANG CIRANJANG - GUDANG,3253201402,GUDANG CIRANJANG,JAWA BARAT,PRIANGANBARAT,TR3,"KAMPUNG CIRANJANG NO. 147, RT. 03 / 04, KEL. CIRANJANG, KEC. CIRANJANG, KAB. CIANJUR",GUDANG,KAB. CIANJUR,PRIANGAN BARAT,KELAS 5,21.71,AKTIF,,,ID002202
3253201403 - GEDUNG KOSONG CIRANJANG - IDLE,3253201403,GEDUNG KOSONG CIRANJANG,JAWA BARAT,PRIANGANBARAT,TR3,"KAMPUNG CIRANJANG NO. 147, RT. 03 / 04, KEL. CIRANJANG, KEC. CIRANJANG, KAB. CIANJUR",IDLE,KAB. CIANJUR,PRIANGAN BARAT,KELAS 4,43.95,AKTIF,,,ID002203
3253201501 - STO JAMPANG KULON - OFFICE,3253201501,STO JAMPANG KULON,JAWA BARAT,PRIANGANBARAT,TR3,"JL. SIMPANG BUNGUR, JAMPANG KULON , KAB. SUKABUMI",OFFICE,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 4,238.71,AKTIF,,,ID002204
3253201502 - GUDANG JAMPANG KULON - GUDANG,3253201502,GUDANG JAMPANG KULON,JAWA BARAT,PRIANGANBARAT,TR3,"JL. SIMPANG BUNGUR, JAMPANG KULON , KAB. SUKABUMI",GUDANG,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 5,7.70,AKTIF,,,ID002205
3253201503 - HALAMAN STO JAMPANG KULON - HALAMAN,3253201503,HALAMAN STO JAMPANG KULON,JAWA BARAT,PRIANGANBARAT,TR3,"JL. SIMPANG BUNGUR, JAMPANG KULON , KAB. SUKABUMI",HALAMAN,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 6,680.88,AKTIF,,,ID002206
3253201601 - STO KALAPA NUNGGAL - OFFICE,3253201601,STO KALAPA NUNGGAL,JAWA BARAT,PRIANGANBARAT,TR3,"KAMPUNG SUKAMANTRI, KELAPA NUNGGAL , KAB. SUKABUMI",OFFICE,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 4,104.69,AKTIF,,,ID002207
3253201602 - GUDANG KALAPA NUNGGAL - GUDANG,3253201602,GUDANG KALAPA NUNGGAL,JAWA BARAT,PRIANGANBARAT,TR3,"KAMPUNG SUKAMANTRI, KELAPA NUNGGAL , KAB. SUKABUMI",GUDANG,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 5,3.92,AKTIF,,,ID002208
3253201603 - HALAMAN STO KALAPA NUNGGAL - HALAMAN,3253201603,HALAMAN STO KALAPA NUNGGAL,JAWA BARAT,PRIANGANBARAT,TR3,"KAMPUNG SUKAMANTRI, KELAPA NUNGGAL , KAB. SUKABUMI",HALAMAN,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 6,285.33,AKTIF,,,ID002209
3253201701 - STO NYALINDUNG - OFFICE,3253201701,STO NYALINDUNG,JAWA BARAT,PRIANGANBARAT,TR3,"JL. RAYA NYALINDUNG, NYALINDUNG , KAB. SUKABUMI",OFFICE,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 4,122.54,AKTIF,,,ID002210
3253201702 - GUDANG NYALINDUNG - GUDANG,3253201702,GUDANG NYALINDUNG,JAWA BARAT,PRIANGANBARAT,TR3,"JL. RAYA NYALINDUNG, NYALINDUNG , KAB. SUKABUMI",GUDANG,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 5,6.30,AKTIF,,,ID002211
3253201703 - GEDUNG KOSONG NYALINDUNG - IDLE,3253201703,GEDUNG KOSONG NYALINDUNG,JAWA BARAT,PRIANGANBARAT,TR3,"JL. RAYA NYALINDUNG, NYALINDUNG , KAB. SUKABUMI",IDLE,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 4,17.11,AKTIF,,,ID002212
3253201704 - HALAMAN STO NYALINDUNG - HALAMAN,3253201704,HALAMAN STO NYALINDUNG,JAWA BARAT,PRIANGANBARAT,TR3,"JL. RAYA NYALINDUNG, NYALINDUNG , KAB. SUKABUMI",HALAMAN,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 6,281.74,AKTIF,,,ID002213
3253201801 - PLASA / STO PELABUHAN RATU - OFFICE,3253201801,PLASA / STO PELABUHAN RATU,JAWA BARAT,PRIANGANBARAT,TR3,"JL. SILIWANGI NO. 11, PELABUHAN RATU , KAB. SUKABUMI",OFFICE,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 4,228.16,AKTIF,,,ID002214
3253201802 - GUDANG PELABUHAN RATU - GUDANG,3253201802,GUDANG PELABUHAN RATU,JAWA BARAT,PRIANGANBARAT,TR3,"JL. SILIWANGI NO. 11, PELABUHAN RATU , KAB. SUKABUMI",GUDANG,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 5,8.00,AKTIF,,,ID002215
3253201803 - GEDUNG KOSONG PELABUHAN RATU - IDLE,3253201803,GEDUNG KOSONG PELABUHAN RATU,JAWA BARAT,PRIANGANBARAT,TR3,"JL. SILIWANGI NO. 11, PELABUHAN RATU , KAB. SUKABUMI",IDLE,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 4,359.38,AKTIF,,,ID002216
3253201804 - HALAMAN STO PELABUHAN RATU - HALAMAN,3253201804,HALAMAN STO PELABUHAN RATU,JAWA BARAT,PRIANGANBARAT,TR3,"JL. SILIWANGI NO. 11, PELABUHAN RATU , KAB. SUKABUMI",HALAMAN,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 6,"1,362.50",AKTIF,,,ID002217
3253201901 - STO SAGARANTEN - OFFICE,3253201901,STO SAGARANTEN,JAWA BARAT,PRIANGANBARAT,TR3,"JL. BAROS SAGARATEN, SAGARATEN , KAB. SUKABUMI",OFFICE,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 4,160.24,AKTIF,,,ID002218
3253201902 - GUDANG SAGARANTEN - GUDANG,3253201902,GUDANG SAGARANTEN,JAWA BARAT,PRIANGANBARAT,TR3,"JL. BAROS SAGARATEN, SAGARATEN , KAB. SUKABUMI",GUDANG,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 5,15.33,AKTIF,,,ID002219
3253201903 - HALAMAN STO SAGARANTEN - HALAMAN,3253201903,HALAMAN STO SAGARANTEN,JAWA BARAT,PRIANGANBARAT,TR3,"JL. BAROS SAGARATEN, SAGARATEN , KAB. SUKABUMI",HALAMAN,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 6,"2,217.23",AKTIF,,,ID002220
3253202001 - STO SUKABUMI - OFFICE,3253202001,STO SUKABUMI,JAWA BARAT,PRIANGANBARAT,TR3,"JL. MARTADINATA NO. 24, SUKABUMI - JAWA BARAT, SUKABUMI KOTA",OFFICE,KOTA SUKABUMI,PRIANGAN BARAT,KELAS 4,"1,289.95",AKTIF,,,ID002221
3253202002 - GUDANG STO SUKABUMI - GUDANG,3253202002,GUDANG STO SUKABUMI,JAWA BARAT,PRIANGANBARAT,TR3,"JL. MARTADINATA NO. 24, SUKABUMI - JAWA BARAT, SUKABUMI KOTA",GUDANG,KOTA SUKABUMI,PRIANGAN BARAT,KELAS 5,86.50,AKTIF,,,ID002222
3253202101 - STO SUKARESMI - OFFICE,3253202101,STO SUKARESMI,JAWA BARAT,PRIANGANBARAT,TR3,"JL. MARWATI NO. 14, SUKARESMI - CIANJUR, KAB. CIANJUR",OFFICE,KAB. CIANJUR,PRIANGAN BARAT,KELAS 4,240.57,AKTIF,,,ID002223
3253202102 - GUDANG SUKARESMI - GUDANG,3253202102,GUDANG SUKARESMI,JAWA BARAT,PRIANGANBARAT,TR3,"JL. MARWATI NO. 14, SUKARESMI - CIANJUR, KAB. CIANJUR",GUDANG,KAB. CIANJUR,PRIANGAN BARAT,KELAS 5,220.30,AKTIF,,,ID002224
